,screenname,username,datetime,url,tweetText,source_domain,source_title,source_snippet,replies_count,retweets_count,likes_count,views_count,reply_to
426,,@juneslune,2023-03-21 17:04:52+00:00,https://twitter.com/juneslune/status/1638225171214630912,Tadinya saya menolak keras pemilu ditunda tapi...,,,,1,,,47,@constantane
427,Niko Akmal Tanjung,@NikoAkmal,2023-03-21 13:28:18+00:00,https://twitter.com/NikoAkmal/status/1638170672869564416,Bisa2 jadi ditunda nih pemilu,,,,1,,,48,@papa_loren
428,Kepla Batu,@BatuKepla,2023-03-21 11:51:15+00:00,https://twitter.com/BatuKepla/status/1638146246564265984,Gue justru curiga mereka inilah kelompok yg rencana agar ada penundaan pemilu. Narasi mereka selalu sama dan terus dikoarkan.,,,,1,,1,23,@SantorinisSun
429,Narasi Newsroom,@NarasiNewsroom,2023-03-21 11:41:34+00:00,https://twitter.com/NarasiNewsroom/status/1638143809359085569,"Tapi Pemilu 2024 tetap enggak ditunda kan, Pak, Bu? 

| Narasi Daily",,,,3,6,22,"5,188",
430,Kawan main buzzerrp,@AdeSaung,2023-03-21 10:54:02+00:00,https://twitter.com/AdeSaung/status/1638131848403623938,Dan kepastian PEMILU ditunda ,,,,2,,3,43,@el4n9bint4n9
431,gigin praginanto,@giginpraginanto,2023-03-21 09:23:26+00:00,https://twitter.com/giginpraginanto/status/1638109046858481664,Pertumpahan dara para pendukung demokrasi dan penolak penundaan Pemilu karena akan dihadapi dengan kekuatan senjata dan aksi brutal para petugas seperti terjadi dalam protes terhadap perubahan UU KPK dan pengesahan UU Ciptaker.,,,,6,71,119,"1,456",
432,Mail BUCIN is BACK,@mailbucinreborn,2023-03-25 02:30:26+00:00,https://twitter.com/mailbucinreborn/status/1639454664201744387,"KPU Banding atas putusan PN Jakpus UU Pemilu tidak atur tentang penundaan pemilu #PolitikIdentitas
#PemiluJujur
#MoneyPolitik",,,,5,2,20,164,
433,Carrot,@Kingcube12,2023-03-24 08:36:22+00:00,https://twitter.com/Kingcube12/status/1639184368299286528,"Yang gaduh orang2nya itu2 aja padahal, mirip2 yg ngurusin utang negara, pemilu ditunda, islamophobia, komunis, TKA ",,,,2,,1,43,@johnhendrik3
434,abdi,@refaabdi,2023-03-23 05:10:45+00:00,https://twitter.com/refaabdi/status/1638770234059550723,"Menkopolhukam akan lawan putusan penundaan pemilu

#tidakadalenundaanpemilu, #pemiluamanterlaksana, #pemiluamandamai",,,,5,5,6,36,
435,Lambe Waras,@abu_waras,2023-03-22 20:50:13+00:00,https://twitter.com/abu_waras/status/1638644270239469569,"Fix! Hanya Anies Capres Yang Menyejukan dan Menenangkan, Karena Mengajak Warga Menghadapi Pemilu dengan Riang Gembira, Tenang dan Damai.
Lambe Waras: Tokoh Lain Malah Bernarasi Seakan2 Pemilu Akan Chaos, Agar Bisa Ditunda. Culas!.",,,,25,190,640,10.8K,
436,Lambe Waras,@abu_waras,2023-03-22 10:32:15+00:00,https://twitter.com/abu_waras/status/1638488753496014851,"Kayaknya Pernyataan Ini Untuk Memancing Chaos Agar Alasan Pemilu Ditunda.
Tetap Waspada, Pernyataan2 Yang Lebih Ekstrim Akan Terus Terjadi Untuk Memancing Chaos dan Adu Domba.
Tetap Tenang.",,,,1,48,67,"2,844",
437,"Planga-plongok, ijazah palsu",@nepriadi74,2023-03-22 07:37:37+00:00,https://twitter.com/nepriadi74/status/1638444805708722177,Luu golongan itu kan penghianat konstitusi... Kau pingin penundaan pemilu dan jabatan 3 periode kan,,,,1,,1,33,@bebek_NKRI
438,Muslim_AntiPKI9,@Muslim_AntiPKI9,2023-03-22 02:59:47+00:00,https://twitter.com/Muslim_AntiPKI9/status/1638374886363267072,"BAWASLU Sedang Nyalahin Kompor...
Target:
PEMILU DITUNDA KARENA ALASAN KPU BERMASALAH",,,,1,,2,54,@papa_loren
439,Sidi Usman.,@SidiUsman2,2023-03-22 02:51:46+00:00,https://twitter.com/SidiUsman2/status/1638372868663959560,"Yg ambisi itu yg ingin nambah jabatan, pemilu ditunda atau 3 periode",,,,1,,,18,@PHLambudong
440,Cindybexter,@CindyBexter,2023-03-21 19:19:41+00:00,https://twitter.com/CindyBexter/status/1638259101477269504,Penundaan pemilu 2024 di Indonesia hanya bisa dilakukan pabila Rusia menjatuhkan nuklir nya di Indonesia. Titik!,,,,5,8,35,"1,900",
441,,@juneslune,2023-03-21 17:04:52+00:00,https://twitter.com/juneslune/status/1638225171214630912,Tadinya saya menolak keras pemilu ditunda tapi...,,,,1,,,47,@constantane
442,Niko Akmal Tanjung,@NikoAkmal,2023-03-21 13:28:18+00:00,https://twitter.com/NikoAkmal/status/1638170672869564416,Bisa2 jadi ditunda nih pemilu,,,,1,,,48,@papa_loren
443,Kepla Batu,@BatuKepla,2023-03-21 11:51:15+00:00,https://twitter.com/BatuKepla/status/1638146246564265984,Gue justru curiga mereka inilah kelompok yg rencana agar ada penundaan pemilu. Narasi mereka selalu sama dan terus dikoarkan.,,,,1,,1,23,@SantorinisSun
444,Narasi Newsroom,@NarasiNewsroom,2023-03-21 11:41:34+00:00,https://twitter.com/NarasiNewsroom/status/1638143809359085569,"Tapi Pemilu 2024 tetap enggak ditunda kan, Pak, Bu? 

| Narasi Daily",,,,3,6,22,"5,188",
445,Kawan main buzzerrp,@AdeSaung,2023-03-21 10:54:02+00:00,https://twitter.com/AdeSaung/status/1638131848403623938,Dan kepastian PEMILU ditunda ,,,,2,,3,43,@el4n9bint4n9
446,gigin praginanto,@giginpraginanto,2023-03-21 09:23:26+00:00,https://twitter.com/giginpraginanto/status/1638109046858481664,Pertumpahan dara para pendukung demokrasi dan penolak penundaan Pemilu karena akan dihadapi dengan kekuatan senjata dan aksi brutal para petugas seperti terjadi dalam protes terhadap perubahan UU KPK dan pengesahan UU Ciptaker.,,,,6,71,119,"1,456",
447,GLOBAL MOVEMENT FOR FREE PALESTINE,@Adrian_HeriF,2023-03-21 09:15:38+00:00,https://twitter.com/Adrian_HeriF/status/1638107084045848581,"Wakil rakyat yang tidak pernah merasakan apa itu penderitaan rakyat. 
Keren mobilnya. 
Pantes ngotot dukung 3 periode & penundaan pemilu.

*Bamsoet punya mobil dikirim langsung o Personaly dari Amerika*
",,,,2,,1,14,
448,Abad Ashing,@digasabhan,2023-03-21 04:32:12+00:00,https://twitter.com/digasabhan/status/1638035758165676032,Hari ini ciptaker disahkan. Besok tak tutup kemungkinan pemilu ditunda. Atur kabeh. Orang baik memang terbaik.,,,,1,1,,76,
449,tempo.co,@tempodotco,2023-03-21 03:09:34+00:00,https://twitter.com/tempodotco/status/1638014964010225665,"Partai Berkarya Dukung Putusan PN Jakarta Pusat: Pemilu 2024 Ditunda, Ini Profil Muchdi PR Ketua Umumnya https://nasional.tempo.co/read/1705226/partai-berkarya-dukung-putusan-pn-jakarta-pusat-pemilu-2024-ditunda-ini-profil-muchdi-pr-ketua-umumnya?utm_source=Twitter&utm_medium=dlvr.it… #TempoNasional",nasional.tempo.co,"Partai Berkarya Dukung Putusan PN Jakarta Pusat: Pemilu 2024 Ditunda, Ini Profil Muchdi PR Ketua...",Partai Berkarya yang dipimpin Muchdi PR mendukung putusan PN Jakarta Pusat untuk menunda Pemilu. Ini dia profil Muchdi PR.,5,3,2,"2,670",
450,mas SOB,@Mas_zobirin,2023-03-21 02:45:32+00:00,https://twitter.com/Mas_zobirin/status/1638008915530223617,Atau pemilu ditunda ,,,,2,,,33,@HeryIdris5
451,tempo.co,@tempodotco,2023-03-21 02:39:34+00:00,https://twitter.com/tempodotco/status/1638007411020791809,"Kata Bamsoet dan Mahfud MD Soal Penundaan Pemilu, AHY: Apa Iya Ada Plt Presiden? https://nasional.tempo.co/read/1705219/kata-bamsoet-dan-mahfud-md-soal-penundaan-pemilu-ahy-apa-iya-ada-plt-presiden?utm_source=Twitter&utm_medium=dlvr.it… #TempoNasional",nasional.tempo.co,"Kata Bamsoet dan Mahfud MD Soal Penundaan Pemilu, AHY: Apa Iya Ada Plt Presiden?","Putusan PN Jakarta Pusat kepada KPU untuk penundaan Pemilu 2024, mengundang diskursus. Apa kata Bamsoet, Mahfud MD, dan AHY?",1,3,6,"2,174",
452,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,@catatankaqihati,2023-03-21 01:16:25+00:00,https://twitter.com/catatankaqihati/status/1637986485659115520,"Jangan sampai terprovokasi!
Penundaan Pemilu 2024 dilakukan oleh kelompok2 yg punya kepentingan tuk raih dukungan politik.
Faktanya, pemilu 2024 masih sesuai drngan jadwal yg ditetapkan",,,,2,19,19,115,
453,HAPOSAN MANURUNG,@HAPOSANM,2023-03-21 00:43:31+00:00,https://twitter.com/HAPOSANM/status/1637978206660861953,Kau menuduh pemilu ditunda tetapi mendukung Anies kampanye tiap hari ke daerah. Aneh,,,,3,,5,"1,328",@BennyHarmanID
454,PSI #KawalUangCukong,@surodilagan,2023-03-20 22:43:20+00:00,https://twitter.com/surodilagan/status/1637947963074027520,"Setiap gerakan inkonstitusional termasuk upaya penundaan pemilu harus DILAWAN.
Rakyat bersama @tni_ad @Puspen_TNI akan menindak siapapun yg ingin kangkangi UUD 45.",,,,2,4,13,"1,438",@BennyHarmanID
455,JANGAN JUAL SUARA BURUH,@rachardiana_ayu,2023-03-20 22:22:49+00:00,https://twitter.com/rachardiana_ayu/status/1637942797629292544,Jadi Pemilu tetap gak ditunda ya bang dan Prima bisa langsung ikutan?,,,,1,,1,15,@Afath1945
456,Maman Bakhjatul Anam,@Bakhjatul,2023-03-20 21:15:49+00:00,https://twitter.com/Bakhjatul/status/1637925939698106369,"Adanya penundaan pemilu adalah makar konstitusi, jika pun ada yang jadi PLT presiden itu siapa, sementara presiden sudah harus demisioner dan tidak berhak untuk mempin pemerintahan berdasarkan Undang-undang yang berlaku",,,,1,,1,39,@PDemokrat
457,OposisiCerdas.com,@OposisiCerdas,2023-03-20 15:43:52+00:00,https://twitter.com/OposisiCerdas/status/1637842401560788992,"Isu Penundaan Pemilu Masih Bergulir, Rizal Ramli Sebut Operatornya Ketum Partai 'Pasien Rawat Jalan' KPK",oposisicerdas.com,"Isu Penundaan Pemilu Masih Bergulir, Rizal Ramli Sebut Operatornya Ketum Partai 'Pasien Rawat...","Mantan Menteri Koordinator (Menko) Bidang Perekonomian, Rizal Ramli menanggapi terkait isu penundaan pemilu, yang belakangan ini masih ramai...",4,86,231,"2,339",
458,FaceOnReality,@SuwandaBen,2023-03-20 15:33:47+00:00,https://twitter.com/SuwandaBen/status/1637839862358482945,"Biang Kerok UU Omnibus Law.
- Airlangga Hartarto.
- Sri Mulyani.

Biang Kerok Penundaan Pemilu.
- Luhut Binsar Panjaitan
- Para menteri dan ketum2 partai.
- Sri Mulyani_pencari dana.

Kita semua Pengawal Konstitusi, Wajib Melawan Ide2 yg bertentangan dgn Konstitusi.",,,,22,653,"1,438",17.1K,
459,Helmi Felis,@HelmiFelis_,2023-03-20 13:50:34+00:00,https://twitter.com/HelmiFelis_/status/1637813888883499009,"Kita tidak akan tinggal diam dengan penundaan pemilu apalagi dengan upaya 3 periode

KITA AKAN LAWAN PERUSAK DEMOKRASI.!!

.",,,,74,52,281,"7,978",
460,ciss bule,@wakcis,2023-03-20 13:32:10+00:00,https://twitter.com/wakcis/status/1637809255993724929,"bravo kakak @AlifKamal__ 

meskipun aku lbh suka pemilu ditunda, pjs presiden kakanda arief poyuono.",,,,2,3,11,486,
461,Partai Demokrat,@PDemokrat,2023-03-20 12:28:08+00:00,https://twitter.com/PDemokrat/status/1637793144036270080,"""Melihat adanya upaya penundaan Pemilu, Partai Demokrat meminta jangan sampai hal ini menjadi manuver. Kami menolak jika pemilu itu diundur, harus tetap terlaksana secara baik & benar dgn mengikuti konstitusi yg ada di Indonesia.""

Agung Nugroho",,,,59,32,110,"3,972",
462,IKN BANJIR,@Gumilar86230032,2023-03-20 11:32:50+00:00,https://twitter.com/Gumilar86230032/status/1637779224361844736,"Kalo tdk ditunda dan tdk dihadang kasus pesanan rezim dan bisa sampai beneran resmi jd Capres.. insyaallah @aniesbaswedan tidak akan terbendung jd Presiden.
Rintangan msh banyak, termasuk skenario penundaan pemilu atau rubah sistem pemilu.",,,,1,,,37,@el4n9bint4n9
463,bianca125547620,@bianca01403,2023-03-20 09:09:19+00:00,https://twitter.com/bianca01403/status/1637743110137741312,"MMD: Jika pemilu 2024 ditunda, dikhawatirkan terjadi pertumpahan darah yang mengerikan. 
MMD menghimbau pihak2 yang berwacana tunda pemilu untuk berfikir ulang. 

#BasmiGuritaOligarki 
#BasmiGuritaOligarki",,,,6,79,107,"1,419",
464,tempo.co,@tempodotco,2023-03-21 02:39:34+00:00,https://twitter.com/tempodotco/status/1638007411020791809,"Kata Bamsoet dan Mahfud MD Soal Penundaan Pemilu, AHY: Apa Iya Ada Plt Presiden? https://nasional.tempo.co/read/1705219/kata-bamsoet-dan-mahfud-md-soal-penundaan-pemilu-ahy-apa-iya-ada-plt-presiden?utm_source=Twitter&utm_medium=dlvr.it… #TempoNasional",nasional.tempo.co,"Kata Bamsoet dan Mahfud MD Soal Penundaan Pemilu, AHY: Apa Iya Ada Plt Presiden?","Putusan PN Jakarta Pusat kepada KPU untuk penundaan Pemilu 2024, mengundang diskursus. Apa kata Bamsoet, Mahfud MD, dan AHY?",1,3,6,"2,174",
465,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,@catatankaqihati,2023-03-21 01:16:25+00:00,https://twitter.com/catatankaqihati/status/1637986485659115520,"Jangan sampai terprovokasi!
Penundaan Pemilu 2024 dilakukan oleh kelompok2 yg punya kepentingan tuk raih dukungan politik.
Faktanya, pemilu 2024 masih sesuai drngan jadwal yg ditetapkan",,,,2,19,19,115,
466,HAPOSAN MANURUNG,@HAPOSANM,2023-03-21 00:43:31+00:00,https://twitter.com/HAPOSANM/status/1637978206660861953,Kau menuduh pemilu ditunda tetapi mendukung Anies kampanye tiap hari ke daerah. Aneh,,,,3,,5,"1,328",@BennyHarmanID
467,PSI #KawalUangCukong,@surodilagan,2023-03-20 22:43:20+00:00,https://twitter.com/surodilagan/status/1637947963074027520,"Setiap gerakan inkonstitusional termasuk upaya penundaan pemilu harus DILAWAN.
Rakyat bersama @tni_ad @Puspen_TNI akan menindak siapapun yg ingin kangkangi UUD 45.",,,,2,4,13,"1,438",@BennyHarmanID
468,JANGAN JUAL SUARA BURUH,@rachardiana_ayu,2023-03-20 22:22:49+00:00,https://twitter.com/rachardiana_ayu/status/1637942797629292544,Jadi Pemilu tetap gak ditunda ya bang dan Prima bisa langsung ikutan?,,,,1,,1,15,@Afath1945
469,Maman Bakhjatul Anam,@Bakhjatul,2023-03-20 21:15:49+00:00,https://twitter.com/Bakhjatul/status/1637925939698106369,"Adanya penundaan pemilu adalah makar konstitusi, jika pun ada yang jadi PLT presiden itu siapa, sementara presiden sudah harus demisioner dan tidak berhak untuk mempin pemerintahan berdasarkan Undang-undang yang berlaku",,,,1,,1,39,@PDemokrat
470,OposisiCerdas.com,@OposisiCerdas,2023-03-20 15:43:52+00:00,https://twitter.com/OposisiCerdas/status/1637842401560788992,"Isu Penundaan Pemilu Masih Bergulir, Rizal Ramli Sebut Operatornya Ketum Partai 'Pasien Rawat Jalan' KPK",oposisicerdas.com,"Isu Penundaan Pemilu Masih Bergulir, Rizal Ramli Sebut Operatornya Ketum Partai 'Pasien Rawat...","Mantan Menteri Koordinator (Menko) Bidang Perekonomian, Rizal Ramli menanggapi terkait isu penundaan pemilu, yang belakangan ini masih ramai...",4,86,231,"2,339",
471,FaceOnReality,@SuwandaBen,2023-03-20 15:33:47+00:00,https://twitter.com/SuwandaBen/status/1637839862358482945,"Biang Kerok UU Omnibus Law.
- Airlangga Hartarto.
- Sri Mulyani.

Biang Kerok Penundaan Pemilu.
- Luhut Binsar Panjaitan
- Para menteri dan ketum2 partai.
- Sri Mulyani_pencari dana.

Kita semua Pengawal Konstitusi, Wajib Melawan Ide2 yg bertentangan dgn Konstitusi.",,,,22,653,"1,438",17.1K,
472,Helmi Felis,@HelmiFelis_,2023-03-20 13:50:34+00:00,https://twitter.com/HelmiFelis_/status/1637813888883499009,"Kita tidak akan tinggal diam dengan penundaan pemilu apalagi dengan upaya 3 periode

KITA AKAN LAWAN PERUSAK DEMOKRASI.!!

.",,,,74,52,281,"7,978",
473,ciss bule,@wakcis,2023-03-20 13:32:10+00:00,https://twitter.com/wakcis/status/1637809255993724929,"bravo kakak @AlifKamal__ 

meskipun aku lbh suka pemilu ditunda, pjs presiden kakanda arief poyuono.",,,,2,3,11,486,
474,Partai Demokrat,@PDemokrat,2023-03-20 12:28:08+00:00,https://twitter.com/PDemokrat/status/1637793144036270080,"""Melihat adanya upaya penundaan Pemilu, Partai Demokrat meminta jangan sampai hal ini menjadi manuver. Kami menolak jika pemilu itu diundur, harus tetap terlaksana secara baik & benar dgn mengikuti konstitusi yg ada di Indonesia.""

Agung Nugroho",,,,59,32,110,"3,972",
475,IKN BANJIR,@Gumilar86230032,2023-03-20 11:32:50+00:00,https://twitter.com/Gumilar86230032/status/1637779224361844736,"Kalo tdk ditunda dan tdk dihadang kasus pesanan rezim dan bisa sampai beneran resmi jd Capres.. insyaallah @aniesbaswedan tidak akan terbendung jd Presiden.
Rintangan msh banyak, termasuk skenario penundaan pemilu atau rubah sistem pemilu.",,,,1,,,37,@el4n9bint4n9
476,bianca125547620,@bianca01403,2023-03-20 09:09:19+00:00,https://twitter.com/bianca01403/status/1637743110137741312,"MMD: Jika pemilu 2024 ditunda, dikhawatirkan terjadi pertumpahan darah yang mengerikan. 
MMD menghimbau pihak2 yang berwacana tunda pemilu untuk berfikir ulang. 

#BasmiGuritaOligarki 
#BasmiGuritaOligarki",,,,6,79,107,"1,419",
477,Franst,@Fr4nst,2023-03-20 06:45:48+00:00,https://twitter.com/Fr4nst/status/1637706989865402368,"Anda yg kurang mau baca komen orang. Kan gw bilang Jokowi sdh bantah, artinya Jokowi tdk ingin ada yg bicara soal penundaan pemilu. Dan tuit justru giring opini seakan Jokowi ingin 3 periode. Msh gk mau dibilang hoaks? Ada Jokowi ingin tunda pemilu? Ada Jokowi ingin 3 periode?",,,,2,,,54,@capparuni
478,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,@catatankaqihati,2023-03-20 01:27:08+00:00,https://twitter.com/catatankaqihati/status/1637626797516017669,"KPU dan Badan Pengawas Pemilu tetap laksanakan tahapan Pemilu 2024.
Meskipun banyak isu miring tentang penundaan pemilu.
Apalagi tentang putusan PN Jakpus, tidak akan merubah jadwal yg sudah ada, krena bukan tugas dn wewenang PN Jakpus untuk putuskan penundaan jadwal pemilu",,,,3,18,23,131,
479,Rakyat ingin Perubahan,@capparuni,2023-03-19 23:43:03+00:00,https://twitter.com/capparuni/status/1637600601675808768,"Hoax ? 
Kalau hoax gak mungkin mereka mereka ini meneriakkan terus perpanjangan masa jabatan atau penundaan pemilu. 

Anda aja yg kurang informasi",,,,3,,,106,@Fr4nst
480,Betolahkatakotu91108,@Farras__SS,2023-03-19 14:50:44+00:00,https://twitter.com/Farras__SS/status/1637466639653548032,"Dalam upaya agar buruh mengamuk, klo ngamuk jd ada celah untuk rusuh dah rusuh arahnya jd penundaan pemilu.",,,,1,,2,32,@annourcharity
481,inmon,@MinmonPS7,2023-03-19 13:41:42+00:00,https://twitter.com/MinmonPS7/status/1637449267714613253,"Tidak lupa untuk mengucapkan terimakasih kepada masyarakat yang telah memberikan dukungan selama ini. Kini bapak HMP belum menyinggung apapun terkait politik,& juga tidak ada pernyataan apapun terkait Partai Berkarya yang dalam pemberitaan mendukung penundaan Pemilu.",,,,3,1,11,"1,179",
482,H&N Channel,@HdNchannel,2023-03-19 09:13:44+00:00,https://twitter.com/HdNchannel/status/1637381830260436992,"Kalau sepi kok ketakutannya sampai KPK dibawa2, pemilu sampai mau ditunda terus, adik ipar dilibatkan terus padahal mau bulan madu selamanya di raja ampat.....memang sepi...sampai ribuan kades dilibatkan, pengajian di larang....sepii tenan",,,,1,,1,14,@AiraNtieReal
483,𝕷𝖆𝖐𝖘𝖆𝖓𝖆 ჄƱÐĦI ,@YUDHI_Laksana,2023-03-19 08:55:39+00:00,https://twitter.com/YUDHI_Laksana/status/1637377281982332930,"Dapat Dimaklumi Saking Takutnya, Ada Wacana Pemilu Sistem Tertutup, Penundaan Pemilu Dengan Alasan Anggaran Baru Separuh Dan Sekarang Berdengung Lagi 3 Periode.

Jelas Melanggar Konstitusi",,,,1,,1,16,@AiraNtieReal
484,🅸🆁 🅽🆃🅸🅴,@AiraNtieReal,2023-03-19 08:47:03+00:00,https://twitter.com/AiraNtieReal/status/1637375118895898624,Faktor inikah yg membuat segala cara dilakukan atas nama 3 periode (dulu) dan skrg penundaan pemilu?,,,,1,,2,20,@YUDHI_Laksana
485,OposisiCerdas.com,@OposisiCerdas,2023-03-19 08:02:05+00:00,https://twitter.com/OposisiCerdas/status/1637363799778000898,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",oposisicerdas.com,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati","Partai Berkarya pimpinan Muchdi Purwoprandjono mendukung putusan penundaan Pemilu 2024 Pengadilan Negeri Jakarta Pusat, terkait Penundaan pe...",136,37,61,18.8K,
486,maryshel,@maryshelparaiso,2023-03-19 06:50:28+00:00,https://twitter.com/maryshelparaiso/status/1637345777315102721,"Wacana Penundaan Pemilu sangat tidak relevan dan menganggu situasi kondusif politik jelang Pemiku 2024. #Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#HakDemokrasiBangsa
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju",,,,4,3,2,15,
487,Democrazy News,@democrazymedia,2023-03-19 06:20:00+00:00,https://twitter.com/democrazymedia/status/1637338109426692096,"Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'",democrazy.id,"Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'","Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'",42,15,17,"3,632",
488,Seorangpejuang,@Seorangpejuang5,2023-03-19 05:30:48+00:00,https://twitter.com/Seorangpejuang5/status/1637325728307122176,"Isu penundaan pemilu 2024 sudah sangat bertentangan dengan aturan, Pemilu tetap akan dilaksanakn sesuai jadwal
#Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #HakDemokrasiBangsa #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju",,,,3,,3,13,
489,Risma ,@Risma12121212,2023-03-19 05:26:34+00:00,https://twitter.com/Risma12121212/status/1637324664589676549,Proses gugatan penundaan pemilu 2024 telah dilaksanakan sesuai prosedur dan hukum yang berlaku,,,,6,1,21,162,
490,ıʇɐɥıʞɐʞuɐʇɐʇɐƆ,@catatankaqihati,2023-03-20 01:27:08+00:00,https://twitter.com/catatankaqihati/status/1637626797516017669,"KPU dan Badan Pengawas Pemilu tetap laksanakan tahapan Pemilu 2024.
Meskipun banyak isu miring tentang penundaan pemilu.
Apalagi tentang putusan PN Jakpus, tidak akan merubah jadwal yg sudah ada, krena bukan tugas dn wewenang PN Jakpus untuk putuskan penundaan jadwal pemilu",,,,3,18,23,131,
491,Rakyat ingin Perubahan,@capparuni,2023-03-19 23:43:03+00:00,https://twitter.com/capparuni/status/1637600601675808768,"Hoax ? 
Kalau hoax gak mungkin mereka mereka ini meneriakkan terus perpanjangan masa jabatan atau penundaan pemilu. 

Anda aja yg kurang informasi",,,,3,,,106,@Fr4nst
492,Betolahkatakotu91108,@Farras__SS,2023-03-19 14:50:44+00:00,https://twitter.com/Farras__SS/status/1637466639653548032,"Dalam upaya agar buruh mengamuk, klo ngamuk jd ada celah untuk rusuh dah rusuh arahnya jd penundaan pemilu.",,,,1,,2,32,@annourcharity
493,inmon,@MinmonPS7,2023-03-19 13:41:42+00:00,https://twitter.com/MinmonPS7/status/1637449267714613253,"Tidak lupa untuk mengucapkan terimakasih kepada masyarakat yang telah memberikan dukungan selama ini. Kini bapak HMP belum menyinggung apapun terkait politik,& juga tidak ada pernyataan apapun terkait Partai Berkarya yang dalam pemberitaan mendukung penundaan Pemilu.",,,,3,1,11,"1,179",
494,H&N Channel,@HdNchannel,2023-03-19 09:13:44+00:00,https://twitter.com/HdNchannel/status/1637381830260436992,"Kalau sepi kok ketakutannya sampai KPK dibawa2, pemilu sampai mau ditunda terus, adik ipar dilibatkan terus padahal mau bulan madu selamanya di raja ampat.....memang sepi...sampai ribuan kades dilibatkan, pengajian di larang....sepii tenan",,,,1,,1,14,@AiraNtieReal
495,𝕷𝖆𝖐𝖘𝖆𝖓𝖆 ჄƱÐĦI ,@YUDHI_Laksana,2023-03-19 08:55:39+00:00,https://twitter.com/YUDHI_Laksana/status/1637377281982332930,"Dapat Dimaklumi Saking Takutnya, Ada Wacana Pemilu Sistem Tertutup, Penundaan Pemilu Dengan Alasan Anggaran Baru Separuh Dan Sekarang Berdengung Lagi 3 Periode.

Jelas Melanggar Konstitusi",,,,1,,1,16,@AiraNtieReal
496,🅸🆁 🅽🆃🅸🅴,@AiraNtieReal,2023-03-19 08:47:03+00:00,https://twitter.com/AiraNtieReal/status/1637375118895898624,Faktor inikah yg membuat segala cara dilakukan atas nama 3 periode (dulu) dan skrg penundaan pemilu?,,,,1,,2,20,@YUDHI_Laksana
497,OposisiCerdas.com,@OposisiCerdas,2023-03-19 08:02:05+00:00,https://twitter.com/OposisiCerdas/status/1637363799778000898,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati",oposisicerdas.com,"Dukung Penundaan Pemilu 2024, Partai Berkarya: Putusan PN Jakpus Harus Dihormati","Partai Berkarya pimpinan Muchdi Purwoprandjono mendukung putusan penundaan Pemilu 2024 Pengadilan Negeri Jakarta Pusat, terkait Penundaan pe...",136,37,61,18.8K,
498,maryshel,@maryshelparaiso,2023-03-19 06:50:28+00:00,https://twitter.com/maryshelparaiso/status/1637345777315102721,"Wacana Penundaan Pemilu sangat tidak relevan dan menganggu situasi kondusif politik jelang Pemiku 2024. #Pemilu2024SesuaiTahapan
#TolakPenundaanPemilu
#HakDemokrasiBangsa
#Pemilu2024
#Pilpres2024
#Capres2024
#KPU
#Bawaslu
#IndonesiaMaju",,,,4,3,2,15,
499,Democrazy News,@democrazymedia,2023-03-19 06:20:00+00:00,https://twitter.com/democrazymedia/status/1637338109426692096,"Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'",democrazy.id,"Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'","Dukung Penundaan Pemilu 2024, Partai Berkarya: 'Putusan PN Jakpus Harus Dihormati'",42,15,17,"3,632",
500,Seorangpejuang,@Seorangpejuang5,2023-03-19 05:30:48+00:00,https://twitter.com/Seorangpejuang5/status/1637325728307122176,"Isu penundaan pemilu 2024 sudah sangat bertentangan dengan aturan, Pemilu tetap akan dilaksanakn sesuai jadwal
#Pemilu2024SesuaiTahapan #TolakPenundaanPemilu #HakDemokrasiBangsa #Pemilu2024 #Pilpres2024 #Capres2024 #KPU #Bawaslu #IndonesiaMaju",,,,3,,3,13,
501,Risma ,@Risma12121212,2023-03-19 05:26:34+00:00,https://twitter.com/Risma12121212/status/1637324664589676549,Proses gugatan penundaan pemilu 2024 telah dilaksanakan sesuai prosedur dan hukum yang berlaku,,,,6,1,21,162,
